taxonID,identity_at_least_86.5,Assembly_Accession,copy_number,genome_size_Mb,genome_size_bp,log10_cell_mass_g,cell_mass_g
8ba99424bf29b33176617078f5cc73b2,96.813,GCA_003710085.1,3,4.04172,4041720,-11.6393074,2.29E-12
8baec025d67ee61288451ea062be5e0f,98.805,GCA_003667825.1,19,5.23062,5230620,-11.17269512,6.72E-12
8bb01091f6ffbbfcd5b3a8f6dcc1447f,96.414,GCA_000284375.1,2,9.20738,9207380,-10.14943305,7.09E-11
8bb562cf959e4a44874321751571afcd,99.203,GCA_002105555.1,2,3.03349,3033490,-12.15857263,6.94E-13
8bb751a324750f7b06dfff3497ab2539,98.805,GCA_001638925.1,2,3.66056,3660560,-11.81855196,1.52E-12
8bb7877fd56f2cad78ad527196262789,100,GCA_000284275.1,1,7.23184,7231840,-10.5864633,2.59E-11
8bb7a21b133341aa6c0ca007fe747569,96.813,GCA_000019965.1,1,5.95761,5957610,-10.93719971,1.16E-11
8bc2704b46f0aea229f7a98ec88a335b,95.984,GCA_000284275.1,1,7.23184,7231840,-10.5864633,2.59E-11
8bc78ac5008ef966b786b924eec91917,96.016,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
8bc9ddba77c4ea9e2dbb2c08620ade6d,96.429,GCA_002355335.1,1,4.58624,4586240,-11.41059676,3.89E-12
8bce1e591914d37a12297b577b3b0b09,98.016,GCA_000503895.1,1,3.65384,3653840,-11.82187698,1.51E-12
8bcfbfa7152ae8e775676ef5d3be9277,96.063,GCA_002151445.1,2,4.12301,4123010,-11.60327338,2.49E-12
8bdaf0d9dda9c44311c7d9f75c520674,96.016,GCA_003330725.1,1,7.60073,7600730,-10.49643623,3.19E-11
8bdd791b9f9c1c4fdabb30b38e59e64d,100,GCA_000025805.1,11,5.09745,5097450,-11.21936261,6.03E-12
8bdebb0a870c161ed4c8a04d9a56d84f,96.414,GCA_000255295.1,3,10.0806,10080600,-9.985473407,1.03E-10
8bdecb0529e0b2a908158013b73e5ce8,97.222,GCA_000022565.1,1,4.12736,4127360,-11.6013652,2.50E-12
8be047c928e4ad07fb3a53d1dbd32749,98.406,GCA_003065485.1,2,2.81008,2810080,-12.29700548,5.05E-13
8be77dac6df45c23fe2aac6ed94c4727,98.008,GCA_003312875.1,4,9.12144,9121440,-10.16640248,6.82E-11
8beaf171740319142622bfcf5858aba6,96.016,GCA_002355435.1,2,6.3439,6343900,-10.8235153,1.50E-11
8bfa826024fdf29b010b703960d6a4dc,99.203,GCA_001753205.1,9,3.43658,3436580,-11.93280642,1.17E-12
8bff31903fc3211b534d78113a311720,95.618,GCA_000014185.1,1,3.22575,3225750,-12.04737206,8.97E-13
8c018bda108589857c661e62404b4658,97.211,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
8c021b5d5c7831b2ec64834021fe6a65,99.602,GCA_000785495.1,2,5.63736,5637360,-11.03718429,9.18E-12
8c09056398d187e33b54ce6df8ba5b33,99.602,GCA_001007935.1,1,4.06784,4067840,-11.62765057,2.36E-12
8c0b01013918661372f13d9df9beacaa,95.618,GCA_000661895.1,1,3.26723,3267230,-12.02425122,9.46E-13
8c0b84a190bc5e29ff1a409b61694653,100,GCA_001645685.2,9,5.00702,5007020,-11.25175281,5.60E-12
8c0c6a971705d5dc0ff29e2350d93eda,95.618,GCA_000023125.1,4,6.96779,6967790,-10.65377061,2.22E-11
8c0d0cfe805e04ce9e642e8f3a291c13,95.618,GCA_001941945.1,5,5.41246,5412460,-11.11085542,7.75E-12
8c10a20313ce3e8926e3e1885bc8a65a,100,GCA_002081995.1,7,3.36233,3362330,-11.97233194,1.07E-12
8c16048cdd4fa8368494388dd0f6b042,95.635,GCA_000022565.1,1,4.12736,4127360,-11.6013652,2.50E-12
8c1c1f3568c9086471e4ed63f8bd655d,98.406,GCA_001191005.1,7,6.36142,6361420,-10.81852471,1.52E-11
8c1d8d34da58fcf390463bdea7dbbbe8,99.602,GCA_002370555.1,4,3.77925,3779250,-11.76080991,1.73E-12
8c33f0863b7977abc78cc131c7b6648c,96.016,GCA_000024365.1,2,6.0603,6060300,-10.90627449,1.24E-11
8c3472da287a29aa382a75f79a688536,98.805,GCA_000731315.1,3,6.45503,6455030,-10.79209056,1.61E-11
8c369b2f668ab92ae02df46d5c12c367,95.618,GCA_003627075.1,1,3.09711,3097110,-12.12101404,7.57E-13
8c37b5f5d815a25e4aff5bf854897615,96.414,GCA_000015265.1,2,5.29368,5293680,-11.15100965,7.06E-12
8c39b737f96dc42a3414f807ebee8884,96.016,GCA_000747345.1,12,3.42267,3422670,-11.94014572,1.15E-12
8c4631e2fd073dcf00434153cdf07fcf,96.813,GCA_002240395.1,2,3.86517,3865170,-11.72013083,1.90E-12
8c4a8f3d8c1bab207ccdb647b2f5de47,95.618,GCA_000006905.1,2,4.01695,4016950,-11.65043156,2.24E-12
8c5c0750f3c1c077fda1e01033be9f77,99.602,GCA_003354725.1,6,2.81391,2813910,-12.29454082,5.08E-13
8c64553e3e27660c87c0bfd922b5ee69,96.414,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
8c6c860c9d1f35098cca693e6ed10379,95.618,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
8c6df96fa996a876038d5a2277446aca,96.414,GCA_000014905.1,2,9.96564,9965640,-10.00622836,9.86E-11
8c71242ec71f6261627bfa4761f3685b,98.008,GCA_000013325.1,3,4.23331,4233310,-11.5554997,2.78E-12
8c756e7d6289060b9ce0cad938a7f4f6,96.016,GCA_000246855.1,3,9.03368,9033680,-10.18389707,6.55E-11
8c7a405ba29f05bf7dfa35c75c8fc889,98.008,GCA_000230695.3,2,4.22549,4225490,-11.55884551,2.76E-12
8c809e9222559b1dcddeec3feac2af26,97.61,GCA_002749615.1,2,4.57726,4577260,-11.41414341,3.85E-12
8c824cecfb301ebc51703a98e52702be,96.016,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
8c8c80a0ecd56c9a01a4abfc00f7ab4e,97.211,GCA_002865585.1,3,3.8408,3840800,-11.73157628,1.86E-12
8c8cd686013d587785bbec2d7a72a4f7,97.211,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
8c9d624f626fda06b39a7585f1045bc4,97.211,GCA_001548155.2,3,3.72663,3726630,-11.78618218,1.64E-12
8ca0ae3935cfa6d767a0e35134ef9be4,100,GCA_000193395.1,4,2.93759,2937590,-12.21670341,6.07E-13
8ca14f4688c9e618ce22df0553fc4770,96.414,GCA_000246855.1,3,9.03368,9033680,-10.18389707,6.55E-11
8ca4fb8635329f0f88c2cd4dc719f289,98.805,GCA_000284015.1,3,4.87534,4875340,-11.29997955,5.01E-12
8cb170ee5e0825b9d9b143bcf803dbf7,96.414,GCA_000023245.1,5,8.24814,8248140,-10.34851657,4.48E-11
8cb57dbf06a889df48ffb3f130fba545,96.255,GCA_000730285.1,1,2.95437,2954370,-12.20639631,6.22E-13
8cba3dc0d27c1ae85decdb26fcf79f23,99.602,GCA_000258405.1,1,3.659,3659000,-11.81932329,1.52E-12
8cbc9ec95a348702ce4e78f701aeb43a,98.406,GCA_001579945.1,1,3.46725,3467250,-11.91672851,1.21E-12
8cc3c386ce905b962781fa6b6ad3d8ad,97.211,GCA_000284015.1,3,4.87534,4875340,-11.29997955,5.01E-12
8ccb3261cb2b86c0a3b27027b9822f77,99.602,GCA_000761155.1,6,4.68863,4688630,-11.37064182,4.26E-12
8ccea575faa44995b92ae3bc53021fac,98.406,GCA_002741015.1,4,9.63105,9631050,-10.06802651,8.55E-11
8cd375e898f3b6c55989928d76cd0555,97.211,GCA_000284015.1,3,4.87534,4875340,-11.29997955,5.01E-12
8cd4b7aa9f9761b74a9a5f714f29a214,95.618,GCA_001941945.1,5,5.41246,5412460,-11.11085542,7.75E-12
8cd4d1f2707eb49d0419be73d4124544,100,GCA_002250055.1,15,4.89914,4899140,-11.29116729,5.11E-12
8cd7f5fcfa624650d701e2a80bbc705b,95.618,GCA_000019965.1,1,5.95761,5957610,-10.93719971,1.16E-11
8cde031c95103f82e4a2a7612c72d114,95.618,GCA_000253275.1,3,3.56329,3563290,-11.8672868,1.36E-12
8ceebc25a1cd677f524b448050d0a2b9,97.61,GCA_000010305.1,1,4.63696,4636960,-11.39069438,4.07E-12
8cfc640a955cf6cb9ccb79d9ba32e05b,96.016,GCA_000230975.3,1,3.80869,3808690,-11.74676823,1.79E-12
8d00eec84b15195c1538d0dc17eb1293,95.618,GCA_001189295.1,3,11.3881,11388100,-9.764786366,1.72E-10
8d102814751518401512eff4ec2258a7,97.233,GCA_000015265.1,2,5.29368,5293680,-11.15100965,7.06E-12
8d1146524a2d18fb90f47e9c04c57445,99.203,GCA_000203835.1,6,9.05485,9054850,-10.17966142,6.61E-11
8d134f192950915b2d58f4836d81cb2b,100,GCA_001578185.1,14,5.52172,5521720,-11.07469008,8.42E-12
8d1d60a94a05fa3be055cb164d915ba5,97.61,GCA_000092985.1,5,6.54331,6543310,-10.76751043,1.71E-11
8d24074303ca980ebc81ae44df6c116c,97.61,GCA_001596135.1,3,5.61802,5618020,-11.043403,9.05E-12
8d253846d143b51fd9dc9acc1f37a858,96.016,GCA_000243115.3,2,4.69734,4697340,-11.36728335,4.29E-12
8d37c62b4d90a38823d3a8bf058acab2,95.635,GCA_002370555.1,4,3.77925,3779250,-11.76080991,1.73E-12
8d3cfe1cca3c939a3bd3fad71cc77bd1,97.61,GCA_002368175.1,4,8.87863,8878630,-10.21522518,6.09E-11
8d4521d379df6c2da7942adf86cb991c,99.203,GCA_002116905.1,3,6.3981,6398100,-10.80812073,1.56E-11
8d46b6e6a3c0eaf9e1c527e14f87a0b7,100,GCA_003345215.1,3,3.77858,3778580,-11.76113074,1.73E-12
8d498fa7136c2bb95afc2e9361dcc1bc,98.016,GCA_001294425.1,4,6.55445,6554450,-10.76443227,1.72E-11
8d51d5c7ba250ea12f328a603179485b,96.813,GCA_001579845.1,1,8.19389,8193890,-10.36045779,4.36E-11
8d5272798bf8d158ff0b8789e38bb6bc,99.602,GCA_002355875.1,5,6.99793,6997930,-10.64596003,2.26E-11
8d590790be1211cc924935b341e13dc1,96.414,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
8d596b56d5378cda99822d5f08db8a6f,95.618,GCA_001027285.1,3,12.4894,12489400,-9.597743437,2.52E-10
8d5b2cd16e6ecc4fd2da2acd56deaf43,95.618,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
8d5e6671369e33967f41f34dbcda3e6b,96.825,GCA_001602455.1,2,3.38709,3387090,-11.95905526,1.10E-12
8d6a6bc921529f0237746ce3ac56e3a4,98.016,GCA_001941485.1,4,2.60415,2604150,-12.43472502,3.68E-13
8d6eee656df793d1bf648868a36cfa3a,96.813,GCA_001483945.1,3,5.61126,5611260,-11.0455817,9.00E-12
8d7149947b2442d110810edf59576ea5,100,GCA_003351665.1,4,2.32187,2321870,-12.64234208,2.28E-13
8d7642b68bf4f28697b7800745d2bd25,98.008,GCA_001974985.1,1,3.42489,3424890,-11.93897239,1.15E-12
8d776427e8334ce201406b88136d1900,96,GCA_001685395.1,10,4.9859,4985900,-11.25940182,5.50E-12
8d7cd1ecdb1af6f580d1550d4de20bfb,96.414,GCA_000730285.1,1,2.95437,2954370,-12.20639631,6.22E-13
8d7d352bc49eac73efda29d64b7bc57b,99.602,GCA_002370555.1,4,3.77925,3779250,-11.76080991,1.73E-12
8d80c958cd67a97b684dae5846b09eb7,98.805,GCA_000015265.1,2,5.29368,5293680,-11.15100965,7.06E-12
8d84bb1fcbc19f03950fc140d6d4f2d0,95.618,GCA_001636925.1,2,3.26377,3263770,-12.02616856,9.42E-13
8d8ba70a314680bfa2098b0e047fcd91,100,GCA_000802205.2,3,3.43071,3430710,-11.93589996,1.16E-12
8d8baf1564ed100e33ad5e42c64170d5,96.016,GCA_001499655.1,4,3.03037,3030370,-12.16043476,6.91E-13
8d962302513530e1641f99e51cacd01a,96.016,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
8d962d521c6bdcdcf772f56c52f0cd80,95.635,GCA_000178955.2,1,6.23758,6237580,-10.85409946,1.40E-11
8da44ccb850918b7fc29f736d8b3071b,95.618,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
8da71b9f2b0e5baa2637ec6317eac61a,100,GCA_001294425.1,4,6.55445,6554450,-10.76443227,1.72E-11
8daac5e21ca97d762dcc6ef3212bfa49,98.805,GCA_001509405.1,2,3.62924,3629240,-11.8341013,1.47E-12
8dac2f4170b317ea2a96446ac7da5f9c,96.016,GCA_003855495.1,1,4.20968,4209680,-11.56562882,2.72E-12
8db3b471337f84c133b2047f4e58f5c3,96.016,GCA_000145235.1,3,7.02556,7025560,-10.63882939,2.30E-11
8db85c53a9f8b0c20ecd2d03aa46ff68,99.602,GCA_000009885.1,8,5.47267,5472670,-11.09083641,8.11E-12
8dbb54eba15a39ca538909c2e996adc4,96.813,GCA_002950945.1,4,14.5576,14557600,-9.320459241,4.78E-10
8dc3d08d59169cf6b15fd5cf3d18453c,95.618,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
8dcc3ebf630539d8a3192deb4b6364b8,98.008,GCA_000019965.1,1,5.95761,5957610,-10.93719971,1.16E-11
8dcfb01f60707d2c079a255965a66a44,99.206,GCA_000196675.1,3,7.30399,7303990,-10.56849929,2.70E-11
8dcfeaaf34632b740608506f535a9300,98.406,GCA_000016425.1,3,5.18333,5183330,-11.18912975,6.47E-12
8dd25b84ae95746e70fcece06a8f36e5,99.602,GCA_000009265.1,3,7.75131,7751310,-10.46093706,3.46E-11
8dd99b20bc55b41671b0a2351c82f918,97.211,GCA_000021745.1,2,4.30543,4305430,-11.52493111,2.99E-12
8ddda6a3d1a77aec73b22b4fb28186d0,96.838,GCA_002119765.1,1,5.97161,5971610,-10.93295235,1.17E-11
8dec1eecc61d1134b42ae1c2640ddb19,96.414,GCA_000014005.1,1,5.65037,5650370,-11.03301297,9.27E-12
8df250511aeb5b277b239121c55baa68,98.381,GCA_002777535.1,6,8.02311,8023110,-10.39857189,3.99E-11
8dfd096cff0018be94bb47a8118387b5,97.61,GCA_001548155.2,3,3.72663,3726630,-11.78618218,1.64E-12
8e015a7ebb72d3bde498da5bcf2d4eb2,99.203,GCA_000802205.2,3,3.43071,3430710,-11.93589996,1.16E-12
8e06807a6683285ee700ed50f32a295c,96.414,GCA_000013345.1,2,5.43363,5433630,-11.10379141,7.87E-12
8e0bb1e7e6573ba8fa3492a0190bad64,97.211,GCA_000016765.1,2,5.91525,5915250,-10.95011207,1.12E-11
8e0f2a106a673f18799645703a91d5b8,96.016,GCA_002076915.1,3,2.35936,2359360,-12.61335745,2.44E-13
8e0fb42fb76739710dd99a0918417c87,98.008,GCA_000018685.1,8,4.84759,4847590,-11.31030883,4.89E-12
8e114f462a3a8985c56087800880b6e0,99.203,GCA_000204155.1,3,6.73227,6732270,-10.71599365,1.92E-11
8e14054d6855c2acc0fed8e3377cac82,96.016,GCA_000024005.1,6,9.12735,9127350,-10.1652304,6.84E-11
8e1751007ce982924ac1ec561ddba795,100,GCA_001274895.1,3,2.76974,2769740,-12.32317082,4.75E-13
8e1b55bd1fa296fb5226825f6da95164,98.008,GCA_000010305.1,1,4.63696,4636960,-11.39069438,4.07E-12
8e1bba79017c6e81cdb10c71aa4287cb,99.203,GCA_000143225.1,3,5.51389,5513890,-11.07725793,8.37E-12
8e1ff714e4990309f02dbf1f0cc974d3,97.61,GCA_002741015.1,4,9.63105,9631050,-10.06802651,8.55E-11
8e218bd9c39e616509e8f6af6a772ec9,97.61,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
8e2703b7850f5c539bf8d9405326665a,95.618,GCA_001596135.1,3,5.61802,5618020,-11.043403,9.05E-12
8e294511a38052a5d8bc21edcf1f8ec5,96.825,GCA_003076475.1,6,4.22405,4224050,-11.55946229,2.76E-12
8e2e85bd005b669c929593827cd7deb2,99.203,GCA_003130705.1,4,8.01422,8014220,-10.40057808,3.98E-11
8e33ab9800c911f0fa10ef24d2996187,97.61,GCA_003330725.1,1,7.60073,7600730,-10.49643623,3.19E-11
8e35b5203d9bd7ffcc6301bada72b3a6,99.203,GCA_001499655.1,4,3.03037,3030370,-12.16043476,6.91E-13
8e39d445baa12a79a3b96e2ad7150951,98.406,GCA_000348725.1,1,2.65789,2657890,-12.39776249,4.00E-13
8e39dfb91eedfd95f9210ce718bcde37,96.414,GCA_000016765.1,2,5.91525,5915250,-10.95011207,1.12E-11
8e3af145880e8926ad77b1577bbf5736,97.61,GCA_001704295.1,3,5.53247,5532470,-11.07117055,8.49E-12
8e3f827a28f500a01b03cccc7559bc89,95.618,GCA_002749615.1,2,4.57726,4577260,-11.41414341,3.85E-12
8e4134483c98dee23d0e7dfb999e0eac,95.618,GCA_002741015.1,4,9.63105,9631050,-10.06802651,8.55E-11
8e4d6ec4f0da487751cb19fcddfa46c0,96.016,GCA_000230975.3,1,3.80869,3808690,-11.74676823,1.79E-12
8e5027d412baf51922c0f2295f949440,100,GCA_000816845.1,3,7.31119,7311190,-10.56671637,2.71E-11
8e5a20d45688d59cb7e82f4c4360bcee,99.602,GCA_000017665.1,7,4.53078,4530780,-11.43261261,3.69E-12
8e5d8dd93d1197d06c0310d76c00217e,97.61,GCA_000253295.1,1,4.75753,4757530,-11.3442436,4.53E-12
8e6204291cf59f4b8a398b8c2d6e36fd,97.61,GCA_000255295.1,3,10.0806,10080600,-9.985473407,1.03E-10
8e6650c7677962a9b7349d44cab93d29,98.406,GCA_001412655.1,7,6.14729,6147290,-10.88048458,1.32E-11
8e72bd4a4c4b2d80f864edf31e068390,99.203,GCA_000303155.1,1,2.83387,2833870,-12.28175032,5.23E-13
8e749f885f36e97f34c4e072079b220e,99.203,GCA_000816025.1,7,10.3383,10338300,-9.93979529,1.15E-10
8e7681273675215feb782e5955102c8f,99.203,GCA_000024345.1,2,7.57949,7579490,-10.50150007,3.15E-11
8e78765833a861465fcc715e483c993b,97.211,GCA_001534645.1,4,3.3216,3321600,-11.99438612,1.01E-12
8e78f58ecd597a35e57b3099c14df551,98.805,GCA_001953215.1,2,4.80685,4806850,-11.32558096,4.73E-12
8e79aa9fbc50487bf52d043c1b2652c8,98.805,GCA_002355435.1,2,6.3439,6343900,-10.8235153,1.50E-11
8e7ac6af5f0acddc6827d03b78fc0150,97.222,GCA_001579845.1,1,8.19389,8193890,-10.36045779,4.36E-11
8e81600f3589e0cd18cd274564be71dc,96.414,GCA_002240395.1,2,3.86517,3865170,-11.72013083,1.90E-12
8e87263c9a045ccd98be81723453c6e9,99.602,GCA_000412265.2,7,8.71619,8716190,-10.2486388,5.64E-11
8e96b4e0e4404182397a97e4d5b5d047,96.016,GCA_000730285.1,1,2.95437,2954370,-12.20639631,6.22E-13
8e98088c645d17296701d1312f788671,95.635,GCA_900187355.1,4,2.98926,2989260,-12.18515129,6.53E-13
8e9ca3b191dd2095eed4bf062da1409d,96.032,GCA_900187095.1,3,3.7357,3735700,-11.78178336,1.65E-12
8ea6f0e693f4f1ebed72d4504ffdd958,96.016,GCA_000166135.1,3,8.81578,8815780,-10.22808023,5.91E-11
8eb1e6d0aabc37e04306d216e5c204ef,99.203,GCA_000145235.1,3,7.02556,7025560,-10.63882939,2.30E-11
8eb26ff56524bbf7e01333025c59e66b,96.414,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
8eb4c36113877ca53149e75036ed4756,99.602,GCA_900324035.1,1,8.15602,8156020,-10.36884049,4.28E-11
8eb7471a4506de3ce7685f118c760742,97.61,GCA_000253275.1,3,3.56329,3563290,-11.8672868,1.36E-12
8eba16956a259c69fc68147ba310fed6,95.618,GCA_003352165.1,1,4.03761,4037610,-11.64114847,2.28E-12
8ebdfdaa971ab7ffb6f3916b1553e2f3,98.805,GCA_000221045.1,3,5.1869,5186900,-11.18788385,6.49E-12
8ee2bb12078a66fbfe4aaf8726abe05e,96.813,GCA_001808185.1,5,3.78881,3788810,-11.75623822,1.75E-12
8ee53e546e0c49d0fc71ee01dd80bbd8,98.805,GCA_000092865.1,2,4.12318,4123180,-11.60319877,2.49E-12
8eeae9c7558668fdca742f877c1f1aff,98.8,GCA_000010165.1,15,6.29644,6296440,-10.83710388,1.46E-11
8eec0ed973a800396cbeeca7d76b3b88,100,GCA_000009885.1,8,5.47267,5472670,-11.09083641,8.11E-12
8eed0e5a8d92a67cddb40de1828e2b44,97.211,GCA_000785495.1,2,5.63736,5637360,-11.03718429,9.18E-12
8ef027a20e31a0eb84de4ab3cf4f0fa0,96.813,GCA_000014905.1,2,9.96564,9965640,-10.00622836,9.86E-11
8ef609c4975ffcd4bb026334284f9415,100,GCA_000195815.1,5,2.48863,2488630,-12.51683195,3.04E-13
8ef736abeb2f4884ebafeebfd2377cbb,96.414,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
8efb2e3299b8551095c9bcd5c4abc49e,98.406,GCA_000255295.1,3,10.0806,10080600,-9.985473407,1.03E-10
8f053a9381d08a84c899135c04178bbe,95.618,GCA_000025265.1,1,6.35937,6359370,-10.81910794,1.52E-11
8f060bfac53cad8960d5a9ff3343031d,96.016,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
8f06ecd47f692d65d5401b95119a72ce,97.61,GCA_000243115.3,2,4.69734,4697340,-11.36728335,4.29E-12
8f0c5515a21f3398ebb65334fa849837,96.016,GCA_001263205.1,4,12.1915,12191500,-9.641428571,2.28E-10
8f0c96fac544ce76d620908e09c26000,98.805,GCA_000092865.1,2,4.12318,4123180,-11.60319877,2.49E-12
8f11731e9be9cdb2de7c7486f8d7b520,97.61,GCA_002865585.1,3,3.8408,3840800,-11.73157628,1.86E-12
8f118fe224b17f71a4143bbdfda9cb92,98.805,GCA_000328705.1,4,9.36065,9360650,-10.1195583,7.59E-11
8f1366ab2ddc8f523b47c21f813cfb5c,95.635,GCA_000242455.3,8,9.75569,9755690,-10.04475837,9.02E-11
8f16e819494af8cc0803defe0301622a,98.406,GCA_001747425.1,3,6.30639,6306390,-10.83424656,1.46E-11
8f19e3809c3639bd954c04d855b4d94f,98.406,GCA_000015265.1,2,5.29368,5293680,-11.15100965,7.06E-12
8f2790d5e1680f556466fe8fac79d424,95.618,GCA_001618865.1,1,7.48031,7480310,-10.52533502,2.98E-11
8f2b329de61ba0078d37d426fd5ddba8,99.203,GCA_000012685.1,4,9.13976,9139760,-10.1627717,6.87E-11
8f3057e95db2a1272982a218f9793fc9,95.618,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
8f308cb156f015e58b373ca69156a4f2,99.602,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
8f37ad151a2b7b92042fb02b2b6a268b,99.602,GCA_001578185.1,14,5.52172,5521720,-11.07469008,8.42E-12
8f3d7af79f5312ece9340983dd7ed026,98.406,GCA_001412655.1,7,6.14729,6147290,-10.88048458,1.32E-11
8f42d884b0898dc07b0c573f71d5fe32,98.406,GCA_001974985.1,1,3.42489,3424890,-11.93897239,1.15E-12
8f451a7e42129f71475eca5525522cc4,96.813,GCA_000014005.1,1,5.65037,5650370,-11.03301297,9.27E-12
8f49d6485207c55f9d320919c4956b54,96.016,GCA_000067045.1,4,3.99959,3999590,-11.65826886,2.20E-12
8f4e4a8102bd4349387e8b45e312ae21,98.008,GCA_000253295.1,1,4.75753,4757530,-11.3442436,4.53E-12
8f51e01a347f5c13dd7940ff053f43f2,95.618,GCA_003355005.1,2,3.76154,3761540,-11.76930965,1.70E-12
8f538f192cdaa440db77e0be5fc2e83d,99.602,GCA_001895285.1,4,2.76791,2767910,-12.32436681,4.74E-13
8f5dab1f200fb52d44a754f848120969,97.211,GCA_001941625.1,3,7.12085,7120850,-10.61445068,2.43E-11
8f675067520bbad0381ca152852f1790,96.414,GCA_003589885.1,4,6.80014,6800140,-10.69784228,2.01E-11
8f6a0a5db379394d8cad781f33b788f1,98.805,GCA_001579945.1,1,3.46725,3467250,-11.91672851,1.21E-12
8f72102f1e516f2563d69c092b029124,97.61,GCA_001579845.1,1,8.19389,8193890,-10.36045779,4.36E-11
8f735e0877f20dbe597cc94de7481d16,96.443,GCA_002355335.1,1,4.58624,4586240,-11.41059676,3.89E-12
8f7414b1313f708dea4ed389603e18f0,95.6,GCA_900119705.1,2,1.67149,1671490,-13.23706757,5.79E-14
8f781979fb9f25d54e592a9da383dc99,95.618,GCA_001602455.1,2,3.38709,3387090,-11.95905526,1.10E-12
8f7bbfd32a87335b4e9389fbf4635242,96.016,GCA_000284015.1,3,4.87534,4875340,-11.29997955,5.01E-12
8f7f2dd5149fbc330aae31e760b445d2,96.813,GCA_002355435.1,2,6.3439,6343900,-10.8235153,1.50E-11
8f83e0894c9d5f43415a71a5b13b183b,98.008,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
8f85a12e6b9a9ca29295b2f6033f0342,96.85,GCA_002151445.1,2,4.12301,4123010,-11.60327338,2.49E-12
8f8d3b39d25ae0377cab2d86db7c2ab8,100,GCA_001653935.1,3,5.98776,5987760,-10.92806506,1.18E-11
8f8d6aca7a76d6f28026651d5d92b5a6,100,GCA_000092865.1,2,4.12318,4123180,-11.60319877,2.49E-12
8f90fff74fd2045672dc219e8afcf9f8,98.406,GCA_000072485.1,4,4.85113,4851130,-11.30898786,4.91E-12
8f93ba229b03439472d04715020a7be0,96.414,GCA_000802205.2,3,3.43071,3430710,-11.93589996,1.16E-12
8f958dfcad56f032715cf2e7b77ccd9b,95.618,GCA_000016765.1,2,5.91525,5915250,-10.95011207,1.12E-11
8f9707e748a7f8343bebe07ea92db998,98.406,GCA_002950945.1,4,14.5576,14557600,-9.320459241,4.78E-10
8f9df232dce1f1292e31e58325bc35c7,96.813,GCA_000177615.2,2,5.34099,5340990,-11.13490931,7.33E-12
8fa074ddec46698163185c305f63eeb6,98.406,GCA_000284015.1,3,4.87534,4875340,-11.29997955,5.01E-12
8fa10be4306e1cbb7b19636d10cbab45,99.2,GCA_000961095.1,9,5.74997,5749970,-11.00139342,9.97E-12
8fa15989cb6b5f17502c3950eb6372e7,97.61,GCA_001402915.1,2,5.03299,5032990,-11.24239139,5.72E-12
8fa3f71ea81d1702c6f178fa00141de8,99.602,GCA_000010145.1,5,2.09869,2098690,-12.82521545,1.50E-13
8fa43a9e961292e274859789642d032c,99.203,GCA_000007585.1,4,2.34348,2343480,-12.62557812,2.37E-13
8fa6d3f1b701957c32d2710a3113cf9f,99.602,GCA_003351665.1,4,2.32187,2321870,-12.64234208,2.28E-13
8fb0e52ac930d8e5751891eeea65b6c0,96.016,GCA_003569745.1,2,3.84205,3842050,-11.73098745,1.86E-12
8fb22b5e7642a49b1beeeebb98ef09b4,99.203,GCA_002865585.1,3,3.8408,3840800,-11.73157628,1.86E-12
8fb42925447f95e64b5166e6992e1a0f,100,GCA_003355005.1,2,3.76154,3761540,-11.76930965,1.70E-12
8fb6ee6bafc5c3821fab8d3b9813099d,98.81,GCA_000328665.1,2,2.71401,2714010,-12.35995232,4.37E-13
8fc2050990dee0e84ecdb89cf9a81359,96.414,GCA_000185905.1,2,6.69003,6690030,-10.72738306,1.87E-11
8fc74bebc51cd789378587cb2ef5067c,99.602,GCA_001412595.2,8,6.21615,6216150,-10.86032714,1.38E-11
8fca69412e357de5242e55aa874f7463,98.406,GCA_000019965.1,1,5.95761,5957610,-10.93719971,1.16E-11
8fcfe6953f2d9508b69dc3513cf06546,96.414,GCA_000306785.1,3,5.57552,5575520,-11.05714426,8.77E-12
8fd498cce3e5b9898df8c8a890b8206f,97.61,GCA_001262055.1,3,2.04909,2049090,-12.86849569,1.35E-13
